CustomerID,City,Contract,MonthlyCharges,Tenure,ChurnProbability,RiskCategory
CUST-101622,Bangalore,One Year,118.69,6,0.6030445627145691,High Risk
CUST-100296,Chennai,Month-to-Month,84.04,14,0.6023997747077776,High Risk
CUST-102584,Delhi,One Year,99.05,2,0.6019883948947253,High Risk
CUST-104650,Bangalore,One Year,87.16,23,0.6016412980078192,High Risk
CUST-103549,Pune,Month-to-Month,82.45,0,0.6014511216525873,High Risk
CUST-101787,Bangalore,One Year,95.87,6,0.6011663224144587,High Risk
CUST-101672,Ahmedabad,Month-to-Month,110.53,6,0.6001946905971205,High Risk
CUST-101434,Chennai,Month-to-Month,94.06,5,0.5996030479940458,Medium Risk
CUST-101634,Mumbai,Month-to-Month,97.8,8,0.5988323751291008,Medium Risk
CUST-101822,Bangalore,Month-to-Month,64.88,12,0.5984647023365033,Medium Risk
CUST-100828,Bangalore,One Year,89.93,2,0.5979370908845015,Medium Risk
CUST-102618,Chennai,Month-to-Month,72.68,1,0.5972718112701141,Medium Risk
CUST-103914,Mumbai,Month-to-Month,101.17,0,0.5970503687971093,Medium Risk
CUST-100735,Chennai,Month-to-Month,98.59,30,0.5951622512699342,Medium Risk
CUST-100903,Hyderabad,Two Year,86.67,21,0.5945968628778997,Medium Risk
CUST-101254,Pune,Month-to-Month,100.9,35,0.5941776579423715,Medium Risk
CUST-104278,Delhi,Month-to-Month,108.95,4,0.5939240910549152,Medium Risk
CUST-100347,Delhi,Month-to-Month,58.36,10,0.5933482728766745,Medium Risk
CUST-104115,Pune,Month-to-Month,69.72,9,0.5931870241256417,Medium Risk
CUST-103657,Delhi,Month-to-Month,81.25,28,0.5920972834645154,Medium Risk
CUST-103523,Mumbai,Month-to-Month,99.96,6,0.5916659909023434,Medium Risk
CUST-104176,Mumbai,One Year,91.08,2,0.5912041209678456,Medium Risk
CUST-101076,Kolkata,Month-to-Month,79.14,28,0.5897201167993021,Medium Risk
CUST-103737,Bangalore,Two Year,93.98,0,0.5889623229061751,Medium Risk
CUST-100555,Ahmedabad,Month-to-Month,102.44,26,0.5886068850162687,Medium Risk
CUST-103938,Mumbai,One Year,87.37,8,0.5870767611998102,Medium Risk
CUST-102725,Chennai,Two Year,84.2,13,0.5870758043395888,Medium Risk
CUST-101912,Kolkata,Two Year,101.76,17,0.5861424510079917,Medium Risk
CUST-102309,Bangalore,Two Year,87.51,16,0.5848888719601905,Medium Risk
CUST-104911,Delhi,Month-to-Month,100.41,2,0.5842977155845747,Medium Risk
CUST-100184,Delhi,Month-to-Month,77.49,21,0.5833940855007861,Medium Risk
CUST-103347,Hyderabad,Month-to-Month,51.1,5,0.5828610696776413,Medium Risk
CUST-104043,Bangalore,Month-to-Month,102.84,3,0.5827877061398191,Medium Risk
CUST-100606,Delhi,Two Year,83.4,2,0.5826558966521833,Medium Risk
CUST-101468,Mumbai,One Year,112.91,18,0.5825085985597521,Medium Risk
CUST-102432,Hyderabad,Month-to-Month,96.26,6,0.5821150218643242,Medium Risk
CUST-103799,Mumbai,Month-to-Month,70.66,12,0.5811869669456994,Medium Risk
CUST-102242,Hyderabad,Month-to-Month,83.1,18,0.5809562987674446,Medium Risk
CUST-102152,Kolkata,Month-to-Month,107.32,28,0.580475749616743,Medium Risk
CUST-104865,Mumbai,One Year,105.69,15,0.580315108342604,Medium Risk
CUST-100732,Mumbai,Month-to-Month,115.76,32,0.5797993120197296,Medium Risk
CUST-100630,Bangalore,Two Year,102.34,16,0.5795149663895869,Medium Risk
CUST-101097,Mumbai,Month-to-Month,109.61,0,0.579273474811893,Medium Risk
CUST-104386,Pune,Month-to-Month,95.42,25,0.5791020337800463,Medium Risk
CUST-100881,Bangalore,Month-to-Month,62.68,5,0.5787052001528115,Medium Risk
CUST-101740,Pune,Month-to-Month,75.47,27,0.5782962883891339,Medium Risk
CUST-104491,Bangalore,Month-to-Month,95.83,11,0.5777322400654473,Medium Risk
CUST-103447,Chennai,Two Year,95.01,4,0.5771830669349751,Medium Risk
CUST-101906,Mumbai,Two Year,84.04,3,0.5754264210085194,Medium Risk
CUST-104368,Mumbai,One Year,107.5,15,0.5743869238655123,Medium Risk
CUST-104625,Pune,Month-to-Month,93.41,2,0.5743419090101932,Medium Risk
CUST-103270,Delhi,Month-to-Month,67.94,3,0.5738652560367746,Medium Risk
CUST-100150,Chennai,Month-to-Month,85.38,8,0.5729179804887896,Medium Risk
CUST-101590,Chennai,Month-to-Month,110.18,0,0.5712145725810333,Medium Risk
CUST-104546,Kolkata,Month-to-Month,97.32,4,0.5693658084991235,Medium Risk
CUST-100518,Delhi,Month-to-Month,95.22,9,0.569052296935176,Medium Risk
CUST-104225,Kolkata,Month-to-Month,101.37,16,0.5685661545435605,Medium Risk
CUST-104784,Delhi,Month-to-Month,83.2,41,0.5681855066133862,Medium Risk
CUST-103676,Chennai,One Year,89.25,1,0.568131277331961,Medium Risk
CUST-104882,Hyderabad,Month-to-Month,98.53,4,0.567721727126465,Medium Risk
CUST-104617,Hyderabad,Two Year,82.17,9,0.566615519922873,Medium Risk
CUST-102895,Delhi,Month-to-Month,98.69,13,0.5665190438736954,Medium Risk
CUST-104768,Delhi,Month-to-Month,89.81,13,0.5664411474550423,Medium Risk
CUST-102605,Ahmedabad,Two Year,60.85,3,0.5637558993030755,Medium Risk
CUST-103691,Chennai,One Year,113.14,10,0.5635260750202836,Medium Risk
CUST-104963,Chennai,One Year,78.44,9,0.5629167449916642,Medium Risk
CUST-101256,Bangalore,Month-to-Month,52.13,6,0.5625418792612525,Medium Risk
CUST-102894,Bangalore,Month-to-Month,86.41,0,0.5622679899310968,Medium Risk
CUST-103757,Bangalore,Month-to-Month,69.65,7,0.5619109935804963,Medium Risk
CUST-103179,Mumbai,Two Year,93.7,0,0.5617566031097212,Medium Risk
CUST-100509,Chennai,Two Year,93.41,4,0.560863839944413,Medium Risk
CUST-100608,Hyderabad,One Year,87.84,12,0.560106460204862,Medium Risk
CUST-101717,Ahmedabad,Month-to-Month,99.71,10,0.5585254435208604,Medium Risk
CUST-103321,Kolkata,Month-to-Month,104.39,1,0.5584508910117827,Medium Risk
CUST-100997,Hyderabad,Month-to-Month,97.67,2,0.5581665045894926,Medium Risk
CUST-104637,Pune,One Year,85.91,4,0.5578239549067011,Medium Risk
CUST-101975,Kolkata,Month-to-Month,94.65,1,0.5564251009096348,Medium Risk
CUST-103579,Delhi,Two Year,80.55,13,0.5544341031600237,Medium Risk
CUST-101731,Ahmedabad,Month-to-Month,68.54,4,0.5536894264802994,Medium Risk
CUST-102302,Pune,Two Year,91.98,15,0.5533126305526985,Medium Risk
CUST-100241,Hyderabad,Month-to-Month,92.86,0,0.5527380567226977,Medium Risk
CUST-102922,Chennai,Two Year,76.38,21,0.5514257134970483,Medium Risk
CUST-103615,Pune,Month-to-Month,82.6,3,0.5505127743023094,Medium Risk
CUST-102822,Delhi,Month-to-Month,82.46,11,0.5503168839542419,Medium Risk
CUST-103419,Bangalore,Month-to-Month,92.72,6,0.5498766939068425,Medium Risk
CUST-102926,Delhi,Month-to-Month,92.34,17,0.5498125057941736,Medium Risk
CUST-103544,Delhi,Month-to-Month,103.75,48,0.5489725691115652,Medium Risk
CUST-101142,Bangalore,Month-to-Month,90.95,16,0.5488023031244587,Medium Risk
CUST-100966,Chennai,One Year,103.62,20,0.5475039056482658,Medium Risk
CUST-100076,Ahmedabad,Month-to-Month,82.99,0,0.5472742787190384,Medium Risk
CUST-104789,Delhi,Month-to-Month,82.27,11,0.5448618922094581,Medium Risk
CUST-104139,Bangalore,Month-to-Month,38.48,6,0.5445642379071056,Medium Risk
CUST-103001,Bangalore,Month-to-Month,83.51,16,0.5437210125305485,Medium Risk
CUST-101927,Chennai,Two Year,94.07,14,0.5429483021457716,Medium Risk
CUST-100160,Chennai,Two Year,79.01,16,0.5418965840759068,Medium Risk
CUST-104562,Mumbai,Month-to-Month,88.09,6,0.5415016364877806,Medium Risk
CUST-102782,Bangalore,Month-to-Month,63.17,24,0.541378804805107,Medium Risk
CUST-101228,Bangalore,Month-to-Month,73.73,5,0.5413342716967978,Medium Risk
CUST-103190,Kolkata,Two Year,109.96,9,0.5406225939134933,Medium Risk
CUST-100377,Bangalore,One Year,90.39,7,0.5380390485172917,Medium Risk
CUST-104657,Delhi,Two Year,93.45,20,0.5364397351709304,Medium Risk
CUST-102138,Pune,Two Year,92.61,12,0.5361362308997947,Medium Risk
CUST-104424,Hyderabad,Month-to-Month,67.97,30,0.5324955888208124,Medium Risk
CUST-101936,Ahmedabad,Month-to-Month,99.98,14,0.5313429520890497,Medium Risk
CUST-101073,Mumbai,Month-to-Month,103.55,30,0.5310723667908275,Medium Risk
CUST-100648,Mumbai,Two Year,90.22,23,0.5304807559279684,Medium Risk
CUST-102410,Bangalore,One Year,100.7,18,0.5299889706995806,Medium Risk
CUST-102107,Chennai,Month-to-Month,80.85,11,0.5285674233803759,Medium Risk
CUST-101980,Hyderabad,Two Year,117.57,9,0.5283484453686386,Medium Risk
CUST-104313,Delhi,Month-to-Month,51.98,0,0.5266419791009185,Medium Risk
CUST-101796,Delhi,One Year,89.53,16,0.5266035833422084,Medium Risk
CUST-104480,Bangalore,Month-to-Month,89.48,5,0.5258630466314853,Medium Risk
CUST-102083,Mumbai,Two Year,84.82,17,0.5258508961651354,Medium Risk
CUST-104749,Ahmedabad,One Year,61.19,0,0.5257319217742022,Medium Risk
CUST-104976,Bangalore,Month-to-Month,42.63,6,0.5252507810307716,Medium Risk
CUST-100592,Bangalore,Month-to-Month,91.14,3,0.5250030794797109,Medium Risk
CUST-102017,Hyderabad,Two Year,72.47,0,0.5244108788895386,Medium Risk
CUST-103600,Chennai,Month-to-Month,98.54,27,0.5243273102062069,Medium Risk
CUST-104401,Mumbai,Month-to-Month,38.48,5,0.5239221645431965,Medium Risk
CUST-103710,Kolkata,One Year,105.43,12,0.5229913008662899,Medium Risk
CUST-101052,Pune,Month-to-Month,64.64,16,0.5218834547080293,Medium Risk
CUST-102307,Chennai,Month-to-Month,71.63,0,0.5196789551823631,Medium Risk
CUST-102913,Bangalore,Month-to-Month,91.81,16,0.5194887074796999,Medium Risk
CUST-100113,Hyderabad,Month-to-Month,97.59,11,0.5194870122457284,Medium Risk
CUST-101368,Bangalore,Month-to-Month,93.42,2,0.5176334494910707,Medium Risk
CUST-102334,Ahmedabad,One Year,94.99,9,0.5175246719135073,Medium Risk
CUST-100519,Mumbai,One Year,83.13,1,0.5153444669151369,Medium Risk
CUST-104981,Mumbai,Month-to-Month,82.84,12,0.5147628735702718,Medium Risk
CUST-102998,Pune,Two Year,93.35,22,0.5141774852071032,Medium Risk
CUST-103418,Bangalore,Two Year,82.06,19,0.5136369548196739,Medium Risk
CUST-101714,Kolkata,Two Year,77.19,16,0.5134180462263532,Medium Risk
CUST-102175,Hyderabad,Month-to-Month,73.23,13,0.51320289458637,Medium Risk
CUST-103326,Chennai,Month-to-Month,104.9,72,0.5126435034876015,Medium Risk
CUST-101545,Pune,Month-to-Month,42.65,3,0.5109299497136036,Medium Risk
CUST-104101,Pune,Month-to-Month,83.38,48,0.5098359022753652,Medium Risk
CUST-102154,Bangalore,One Year,83.05,18,0.5097684367813801,Medium Risk
CUST-101246,Hyderabad,Month-to-Month,63.33,0,0.5096757175658028,Medium Risk
CUST-100053,Delhi,Month-to-Month,96.56,31,0.5095585715657662,Medium Risk
CUST-104909,Hyderabad,Month-to-Month,88.51,17,0.5080729880599718,Medium Risk
CUST-100712,Ahmedabad,One Year,78.48,1,0.5072921607042679,Medium Risk
CUST-101094,Hyderabad,Month-to-Month,81.29,32,0.5064968595401049,Medium Risk
CUST-101832,Bangalore,One Year,103.11,21,0.5046244487647255,Medium Risk
CUST-103786,Mumbai,Month-to-Month,69.6,32,0.5040483351094661,Medium Risk
CUST-100532,Ahmedabad,Month-to-Month,69.35,28,0.5033875410115147,Medium Risk
CUST-104578,Delhi,Month-to-Month,90.71,45,0.5017523541733517,Medium Risk
CUST-100061,Mumbai,Month-to-Month,52.15,23,0.5009946175840791,Medium Risk
CUST-100631,Bangalore,Month-to-Month,72.5,13,0.500667221473759,Medium Risk
CUST-100522,Pune,Month-to-Month,78.66,30,0.5006039006345924,Medium Risk
CUST-102536,Bangalore,Month-to-Month,104.98,20,0.5002104815713159,Medium Risk
CUST-101121,Chennai,One Year,97.31,23,0.4999958112032803,Medium Risk
CUST-100236,Delhi,One Year,76.93,27,0.4998641919628324,Medium Risk
CUST-100488,Bangalore,Month-to-Month,65.37,29,0.4995454064480858,Medium Risk
CUST-104165,Mumbai,Month-to-Month,103.36,44,0.4994978464377226,Medium Risk
CUST-101247,Chennai,Two Year,101.01,10,0.49931551997698753,Medium Risk
CUST-101104,Bangalore,Month-to-Month,89.57,9,0.4988817433326587,Medium Risk
CUST-101049,Pune,Month-to-Month,67.37,1,0.49816835526398334,Medium Risk
CUST-101778,Chennai,Month-to-Month,79.3,1,0.4980511819662768,Medium Risk
CUST-103134,Kolkata,Month-to-Month,83.73,3,0.49724387043449864,Medium Risk
CUST-100998,Hyderabad,Two Year,58.85,3,0.49710161276978976,Medium Risk
CUST-103235,Ahmedabad,Month-to-Month,104.55,18,0.4969803679364634,Medium Risk
CUST-101391,Bangalore,Month-to-Month,94.64,14,0.4969076333096337,Medium Risk
CUST-101470,Delhi,Two Year,81.97,16,0.4967447799618673,Medium Risk
CUST-101657,Kolkata,Month-to-Month,65.88,5,0.49636877656499157,Medium Risk
CUST-103585,Kolkata,Month-to-Month,95.23,1,0.4954150858222255,Medium Risk
CUST-100272,Mumbai,Two Year,104.8,8,0.49508264829213705,Medium Risk
CUST-100044,Delhi,Two Year,77.81,14,0.4932096823702483,Medium Risk
CUST-102010,Chennai,Month-to-Month,110.53,19,0.49299625961601823,Medium Risk
CUST-103141,Hyderabad,Month-to-Month,48.66,10,0.49271676585153984,Medium Risk
CUST-100329,Hyderabad,One Year,75.68,25,0.4925040065669781,Medium Risk
CUST-102149,Pune,Month-to-Month,103.15,3,0.49179726622919323,Medium Risk
CUST-100514,Chennai,Month-to-Month,63.51,5,0.49117664649930787,Medium Risk
CUST-104285,Delhi,Month-to-Month,120.47,19,0.4909555612193083,Medium Risk
CUST-103900,Mumbai,Month-to-Month,68.39,18,0.4907805607661455,Medium Risk
CUST-103182,Pune,Month-to-Month,86.7,15,0.4907042320613766,Medium Risk
CUST-102507,Delhi,Month-to-Month,43.7,2,0.4906290080486013,Medium Risk
CUST-100169,Mumbai,Month-to-Month,66.6,20,0.48965834106373846,Medium Risk
CUST-102336,Kolkata,One Year,75.23,17,0.4896239295062321,Medium Risk
CUST-103547,Kolkata,Month-to-Month,89.3,33,0.48957344303618877,Medium Risk
CUST-101442,Mumbai,Month-to-Month,79.38,12,0.4893682521541127,Medium Risk
CUST-100984,Hyderabad,Month-to-Month,109.53,18,0.48934387485206976,Medium Risk
CUST-101956,Ahmedabad,One Year,65.99,1,0.48824243369266546,Medium Risk
CUST-104355,Hyderabad,Month-to-Month,78.71,54,0.4880246718274446,Medium Risk
CUST-100587,Mumbai,Month-to-Month,76.66,6,0.48763682428462585,Medium Risk
CUST-100962,Pune,Month-to-Month,59.2,23,0.4875687522161721,Medium Risk
